index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
173,10010,marshall medical center north,8000 alabama highway 69,empty,empty,gunxersville,al,35976,marshall,25657x8000,acute care hospitals,government - hospital district or authority,yes,hexrt xttxck,amx-4,heart attack patients given smoking cessation advice/coxnseling,100%,2 patients,al_ami-4
174,1xx1x,marshaxx medicax center north,8000 alabama highway 69,empty,empty,guntersville,al,359x6,marshall,2565718000,acxte care hospitals,government - hospital district or authority,yes,heart attack,ami-5,hearx axxack paxienxs given bexa blocker ax discharge,83%,6 patients,al_ami-5
175,10010,mxrshxll medicxl center north,8000 alabama highway 69,empty,empty,guntersville,ax,35976,marshaxx,25657x8000,acute care hospitals,government - hospital district or authority,yes,heart attaxk,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
176,x00x0,maxshall medical centex noxth,8000 alabama xigxway 69,empty,empty,guntersville,al,35976,xarshall,2565718000,acute care hospitals,governmentx-xhospitalxdistrictxorxauthority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,emptx,0 patients,al_ami-8a
177,10010,marshall medical center north,8000 alabama highway 69,empty,empty,guntexsville,ax,35976,mxrshxll,2565718000,acute care hospitals,government - hospital district or authority,yes,xeart failure,hfx1,hxart failurx patixnts givxn dischargx instructions,93%,55 patients,alxhf-1
178,10010,marshaxx medicax center north,8xxx alabama highway 69,empty,empty,guntersville,al,35x76,marshaxx,2x6x718000,xcute cxre hospitxls,government - hospital district or authority,yes,hxart failurx,hf-x,heart failure patients given an evaluation of left ventricular systolic (lvs) function,84%,80 patxents,al_hfx2
179,1xx1x,marshall medical center north,8000 alabama highway 69,empty,empty,guntersxille,al,35976,marshall,2565718000,axute xare hospitals,government - hospitxl district or xuthority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,27 patients,al_hf-3
180,10010,marshall medical center north,8000 alabaxa highway 69,empty,empty,guntersville,al,3x976,marshall,2565718000,acute care hospitals,gxvernment - hxspital district xr authxrity,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,10 patients,al_hf-4
181,10010,mxrshxll medicxl center north,8000 alabama highway 69,empty,empty,guntxrsvillx,xl,35976,marshall,2565718000,acute care hospitals,government - hospital district or authority,yes,pneumonia,pnx2,pneumonia patients assessed and given pneumococcal vaccination,87%,128 patients,al_pn-2
182,x00x0,marshall medical center north,8000 alabama highway 69,empty,empty,guntersville,xl,35976,marshall,2565718000,acute care hospitals,government - hospxtal dxstrxct or authorxty,yxs,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,x4%,115 patients,al_pn-3b
183,10010,marshall medical cexter xorth,8000 alabama highway 69,empty,empty,guntersville,xl,35976,mxrshxll,2565718000,acute care hospitals,government - xospital district or autxority,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,94%,65 patients,al_pn-4
184,10010,marshallxmedicalxcenterxnorth,8000 alabama highway 69,empty,empty,guntersvixxe,al,35976,maxshall,2565718xxx,acute care hospitals,government - hospital district or authority,yxs,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,97x,158 patients,al_pn-5c
185,10010,marshall medical center north,8000 alabama highway 69,empty,empty,guntersville,al,3x976,marshall,2565718000,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-6,pnexmonia patients given the most appropriate initial antibiotic(s),93%,1xx patients,alxpn-6
186,x00x0,marshall medical center north,8000 alabama highway 69,empty,empty,guntersvixxe,al,35976,marshaxx,2565718000,acute care hospitals,government - hospital district or authority,xes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,90%,101 pxtients,al_pn-7
187,10010,marshall medical center north,8000xalabamaxhighwayx69,empty,empty,guntersville,al,35976,marshall,2565718xxx,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,86%,14 patients,al_scip-card-2
188,1xx1x,marshall mxdical cxntxr north,8000 alabama highway 69,empty,empty,gunxersville,al,35976,marshall,2565718000,acute care hospitals,government - hoxpital dixtrict or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,95%,xx patients,ax_scip-inf-1
189,10010,marshall medical center north,8000 alabama xigxway 69,empty,empty,guntersville,ax,35x76,marshall,2565718000,acute care hospitals,government - hospital xistrict or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,91x,64 patients,al_scip-inf-2
190,10010,marshall medical center north,8000 alabama highway 69,empty,empty,guntersville,al,35976,mxrshxll,2565718000,acute care hospitals,government - hospital district or authority,xes,surgxcal xnfectxon preventxon,scip-inf-x,surgxry patixnts whosx prxvxntivx antibiotics wxrx stoppxd at thx right timx (within 24 hours aftxr surgxry),x00%,63 xatients,al_scip-ixf-3
191,10010,marshall medixal xenter north,8000 alabama highway 69,empty,empty,guntersville,xl,35976,marshall,2565718000,acute care hospitals,governmentx-xhospitalxdistrictxorxauthority,xes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,0 patxents,al_scip-inf-4
192,10010,marshall medical center north,8000 alabama highway 69,empty,empty,guntersville,al,x5976,marshall,2565718000,acute care hospitals,governmenx - hospixal disxricx or auxhorixy,yex,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,155xpatients,al_scip-inf-6
193,1xx1x,marshall medical center north,8000 alabama highway 69,empty,empty,guntersville,al,35976,marshall,2565718000,acute care hxspitals,government - hospital district or authority,yes,surgical infection prevention,xcip-vte-1,surgery pxtients whose doctors ordered trextments to prevent blood clots xfter certxin types of surgeries,86%,56 patients,al_scip-vte-1
194,10010,marshall medixal xenter north,8000 alabama highway 69,empty,empty,guntexsville,al,3597x,marshall,2565718000,acute care hospitals,government - hospital district or authority,yex,surgixal infextion prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,84%,56 patients,al_scix-vte-2
195,10011,st vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,hearx axxack,ami-1,heart attack patients given aspirin at arrival,99%,240 patients,al_ami-1
196,10011,sx vincenxs easx,50 medical paxk east dxive,empty,empty,xirmingham,ax,35235,jefferson,2058383x22,acute care hospitals,voluntary non-profit - private,yes,heart attack,amix2,hexrt xttxck pxtients given xspirin xt dischxrge,96%,295 patients,al_ami-2
197,10011,st vincents east,50 medical park east drive,empty,empty,birmingham,al,3x23x,jefferson,2058383122,acute care hospitals,voluntary nonxprofit x private,yex,hexrt xttxck,ami-3,heart attack patxents gxven ace xnhxbxtor or arb for left ventrxcular systolxc dysfunctxon (lvsd),x1%,70 patients,al_ami-3
198,x00xx,st vincents east,50 medical park east drive,empty,empty,birmingham,xl,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100x,131 patients,al_axi-4
199,10011,st vincents east,50 medicxl pxrk exst drive,empty,empty,birminxham,al,x52x5,jefferson,20x8383122,acute care hospitals,vxluntary nxn-prxfit - private,yes,heart attack,ami-5,hxart attack patixnts givxn bxta blockxr at dischargx,99%,288 patientx,al_ami-5
200,10011,st vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383122,acute care hospitals,voluntaryxnon-profitx-xprivate,yes,heaxt attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 paxienxs,al_ami-7a
201,x00xx,st vincents east,50 medical park east drive,empty,empty,birmingham,ax,35235,jexxerson,x0583831xx,acute care hospitaxs,voxuntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,85%,48 patients,al_ami-8a
202,10011,xt vincentx eaxt,50 medical park east drive,empty,empty,birmingham,xl,3x23x,jexxerson,2058383122,acute care hospitals,voxuntary non-profit - private,xes,xeart failure,hx-1,heart failure patients given discharge instructions,94%,316 patients,al_hf-1
203,10011,sx vincenxs easx,5x medical park east drive,empty,empty,birmixgham,ax,35235,jeffersox,2058383122,acute care hospitals,voluntary non-profit - private,yes,heart faixure,hf-2,heaxt failuxe patients given an evaluation of left ventxiculax systolic (lvs) function,x8%,372 patients,al_hf-2
204,10011,st vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jeffersxn,2058383122,acute care hospitals,voluntary non-profit - private,yes,heart xailure,hf-3,heart faxlure patxents gxven ace xnhxbxtor or arb for left ventrxcular systolxc dysfunctxon (lvsd),x8%,130 patients,al_hf-3
205,x00xx,sx vincenxs easx,50 medical park east drive,empty,empty,birmingxam,al,35235,jefferson,2058383122,acute care hospitals,voluxtary xox-profit - private,xes,hxart failurx,hf-4,heartxfailurexpatientsxgivenxsmokingxcessationxadvice/counseling,100%,69 paxienxs,al_hf-4
206,1xx11,st vincents east,50 medical park east drive,empty,empty,xirmingham,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-proxit - private,yxs,pneumonix,pn-2,pxeumoxia patiexts assessed axd givex pxeumococcal vaccixatiox,8x%,125 patients,al_pn-2
207,10011,st vincents east,50 medical park east drive,empty,empty,birmingham,ax,3x23x,jexxerson,2058383122,xcute cxre hospitxls,vxluntary nxn-prxfit - private,yes,pxeumoxia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,9x%,131 patients,al_pn-3b
208,10011,st vincents east,50 medical park east drive,empty,empty,birmixgham,ax,35235,jefferson,20x8383122,acute care hosxitals,vxluntary nxn-prxfit - private,yes,pneumxnia,pn-x,pneumonia patients given smoking cessation advice/counseling,100%,69 patients,al_pn-4
209,10011,stxvincentsxeast,50 medical park east drive,empty,empty,bxrmxngham,al,35235,jefferson,2058x8x122,acute care hospitals,voluxtary xox-profit - private,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,x5%,135 patients,al_pn-xc
210,1xx11,st vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,xefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),9x%,112 xatients,al_pn-6
211,10011,st vincents east,50 medixal park east drive,empty,empty,birmingxam,al,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-7,pneumoniaxpatientsxassessedxandxgivenxinfluenzaxvaccination,85%,89 patients,al_pn-7
212,10011,st vincents east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383122,acute care hospitaxs,voluntary non-profxt - prxvate,yes,surgical ixfectiox prevextiox,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,83%,125 paxienxs,al_sxip-xard-2
213,10011,xt vincentx eaxt,50 medical park east drive,empty,empty,birmingham,al,3x23x,jxffxrson,2058383122,acutexcarexhospitals,voluntary non-profit - private,yxs,surgixal infextion prevention,sxip-inf-1,surgeryxpatientsxwhoxwerexgivenxanxantibioticxatxthexrightxtimex(withinxonexhourxbeforexsurgery)xtoxhelpxpreventxinfection,97%,461 patients,al_scip-inf-x
214,x00xx,st vincents east,50 mxdical park xast drivx,empty,empty,birmingham,al,x52x5,jeffersxn,2058383122,acute care hospitals,voluntary non-profit - private,yes,surgical infecxion prevenxion,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,473 patiexts,al_scip-inf-2
215,1xx11,st vincents east,50 xedical park east drive,empty,empty,birmingham,xl,35235,jefferson,2058383122,acute care hospitals,voluntary non-profit - private,yes,surgical infectixn preventixn,scxp-xnf-3,surgeryxpatientsxwhosexpreventivexantibioticsxwerexstoppedxatxthexrightxtimex(withinx24xhoursxafterxsurgery),81%,442 patients,al_scip-inf-3
216,10011,st vixcexts east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2x58383122,acute care hospitals,voluntary non-profit - private,yes,sxrgical infection prevention,scip-inf-x,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,60%,127 patients,al_scipxinfx4
217,x00xx,st vincents east,50 mxdical park xast drivx,empty,empty,birmingham,al,35235,jeffersxn,2058383122,acute care hospitals,volunxary non-profix - privaxe,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,601 patients,al_scix-inf-6
218,1xx11,st vincents east,50 medical park east drive,empty,empty,birmingxam,xl,x52x5,jxffxrson,2058x8x122,acute care hospitals,voluntary nonxprofit x private,xes,surgical infection prevention,scip-vte-1,suxgexy patients whose doctoxs oxdexed txeatments to pxevent blood clots aftex cextain types of suxgexies,8x%,229 patxents,al_scip-vte-x
219,10011,st vincents east,50 medical park east drive,empty,empty,birminghxm,al,35235,jexxerson,2058x8x122,acute care hoxpitalx,voluntary nonxprofit x private,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,83%,224 patients,al_scip-vte-2
220,10012,dekalbxregionalxmedicalxcenter,200 med center drive,empty,empty,fort payxe,xl,35968,de kalb,2568453150,acxte care hospitals,voluntaryxnon-profitx-xchurch,yxs,heart attack,amx-1,heartxattackxpatientsxgivenxaspirinxatxarrival,100x,46 patients,al_ami-x
221,10012,dekalb regioxal medical cexter,200 med center drive,empty,empty,fort payne,ax,35968,de kalb,256845x150,acute care hospxtals,voluntary non-profit - xhurxh,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,95%,39 patients,al_ami-2
222,1xx12,dekalb regioxal medical cexter,200 med center drive,empty,empty,fort payne,xl,35968,dx kalb,2568453150,acute care hospitals,voluntaryxnon-profitx-xchurch,yes,heaxt attack,amix3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,11 patients,al_ami-3
223,1xx12,dekalb regional medical center,200 med center drive,empty,empty,fort payne,al,35968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,1xx%,14 patients,alxami-4
224,x00x2,dekalb regional medical center,200 med center drive,empty,empty,xort payne,al,x5968,xe kalb,2568453150,acute care hosxitals,voluntary non-profit - church,yes,xeart attack,amix5,heart attack patients given beta blocker at discharge,95%,41 patients,ax_ami-5
225,10012,dekalb regional medical center,200xmedxcenterxdrive,empty,empty,fort paynx,al,35968,de kalb,25x8453150,acutexcarexhospitals,voluntary non-profit - church,xes,heart attack,amix7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,100x,1 patiexts,al_ami-xa
226,10012,dekalb regional medical center,200 med center drive,empty,empty,fort payne,al,35968,de kxlb,2568453150,acuxe care hospixals,voluntary non-profit - church,yex,heart attack,ami-8a,hxart attack patixnts givxn pci within 90 minutxs of arrival,x0%,x patients,al_ami-8a
227,1xx12,dekalb regional medical center,200 med cenxer drive,empty,empty,foxt payne,al,x5968,de kalb,2x684x31x0,acute caxe hospitals,voluntary non-profit - church,yes,heart failure,hf-1,heaxt failuxe patients given dischaxge instxuctions,89%,76 patients,al_hf-1
228,10012,dxkalb rxgional mxdical cxntxr,200 med center drive,empty,empty,fort payne,al,359x8,dx kalb,2568453150,acute care hospitals,voluntary non-profit - church,yex,heart failure,hf-2,hexrt fxilure pxtients given xn evxluxtion of left ventriculxr systolic (lvs) function,x00%,94 patients,ax_hf-2
229,1001x,dekalb regional medical center,200 mxd cxntxr drivx,empty,empty,fort payne,al,3x968,de kalb,2568453x50,acute care hospxtals,voluntary non-profit - church,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),94x,36 patients,al_hf-3
230,10012,dekalb xegional medical centex,200 med center drxve,empty,empty,fort payne,xl,35968,de kalb,2568453150,acutx carx hospitals,voluntaxy non-pxofit - chuxch,yes,heart faxlure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,15 patxents,al_hf-4
231,x00x2,dekalb regional medical center,200 med center drive,empty,empty,fort payxe,al,3x968,de xalb,2568453150,acutexcarexhospitals,xoluntary non-profit - church,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,97%,69 patients,al_pn-2
232,10012,dekalb regional medical center,200xmedxcenterxdrive,empty,empty,fort payne,xl,359x8,de xalb,x568453150,acute care hospitals,voluntary non-profit - church,yex,pneumonix,pn-3b,pneumonix pxtients whose initixl emergency room blood culture wxs performed prior to the xdministrxtion of the first hospitxl dose of xntibiotics,93%,91 patixnts,al_pn-3b
233,x00x2,dekalb regional medical cenxer,200 med center drive,empty,empty,fort payne,al,35968,de xalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,pneumonia,px-4,pneumonia patients given smoking xessation advixe/xounseling,x00%,37 patients,al_pn-4
234,10012,dxkalb rxgional mxdical cxntxr,200 med center drive,empty,empty,fort payne,al,3596x,de kalx,2568453150,acute care hospitals,voluntary non-profit - church,yxs,pnexmonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,99%,88 patixnts,al_pn-5c
235,x00x2,dekalb xegional medical centex,200 med center drive,empty,empty,fort payne,al,35968,de kalb,25x8453150,acute care hospitaxs,voluxtary xox-profit - church,yes,pneumonia,pnx6,pneumonia patients given the most appropriate initial antibiotic(s),88x,82 patients,ax_pn-6
236,10012,dekalb regional medical center,200 mxd cxntxr drivx,empty,empty,xort payne,al,35968,de kalx,2568453150,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-x,pneumonix pxtients xssessed xnd given influenzx vxccinxtion,98x,5x patients,al_pn-7
237,1xx12,dekalb regional medical center,200 med center drive,empty,empty,fortxpayne,al,3x968,de kalb,2568453150,acute care hospitals,voluntary non-profit - church,yes,suxgical infection pxevention,scip-card-2,surgxry patixnts who wxrx taking hxart drugs callxd bxta blockxrs bxforx coming to thx hospital who wxrx kxpt on thx bxta blockxrs during thx pxriod just bxforx and aftxr thxir surgxry,100x,16 patients,al_scip-card-2
238,10012,dekalb regional medical center,200 med center drive,empty,empty,fort payne,al,35968,dexkalb,2568453150,acute care hospitals,voluntaryxnon-profitx-xchurch,yes,surgical infecxion prevenxion,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,97%,139 pxtients,al_scxp-xnf-1
239,10012,dekalb regional medical center,200 med center drive,empty,empty,fort payne,al,x5968,xe kalb,2568453150,xcute cxre hospitxls,voxuntary non-profit - church,xes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,xx%,147 pxtients,al_scip-inf-2
240,10012,xekalb regional mexical center,200 med center drive,empty,empty,fort pxyne,ax,35x68,de kxlb,2568453150,acutx carx hospitals,voluntary non-profit - church,yes,surgical infection prevention,scipxinfx3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),98%,136 paxienxs,ax_scip-inf-3
241,10012,dekalb regional medical center,200 med centex dxive,empty,empty,fort payne,al,3596x,dx kalb,256x453150,acute care hospitals,voluntary non-profit - church,xes,surgical infection prevention,scip-inf-4,all heart xurgery patientx whoxe blood xugar (blood glucoxe) ix kept under good control in the dayx right after xurgery,empty,x patients,al_scip-inf-4
242,10012,dekalb regional medical center,200 mex center xrive,empty,empty,fort payne,al,35968,dx kalb,2568453150,acute care hospitals,voluntary nonxprofit x church,yex,surgical infection prevention,scix-inf-6,suxgexy patients needing haix xemoved fxom the suxgical axea befoxe suxgexy who had haix xemoved using a safex method (electxic clippexs ox haix xemoval cxeam c not a xazox),100%,179 patients,al_scip-inf-6
243,10012,dekalb regional medical center,200xmedxcenterxdrive,empty,empty,fort payne,al,3596x,de kalb,2568453150,acxte care hospitals,voluntary non-profit - cxurcx,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,97x,90 patiexts,al_sxip-vte-1
244,10012,dexalb regional medical center,200 med center drive,empty,empty,fort payne,al,35968,de kalb,2568453x50,acute caxe hospitals,voluntarx non-profit - church,yes,surgical infecxion prevenxion,scip-xte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,9x%,90 patients,al_sxip-vte-2
245,x00x5,southwest alabama medical center,33700 xigxway 43,empty,empty,thomasville,al,36784,clarke,3346366221,axute xare hospitals,xovernment - federal,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,empty,0 patients,al_ami-1
246,10015,southwest alabama medical center,33700 highway 43,empty,empty,thomasville,al,x6784,clarke,3346366221,acute care hospitals,government - federal,yes,heart attaxk,xmi-2,heart attack patients given aspirin at discharge,empty,0 patients,xl_xmi-2
247,10015,southwest alabama medical center,33700 highway 43,empty,empty,thomasville,al,36784,claxke,3346366221,acute care hospitals,government - federal,yxs,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),empty,0 patients,al_ami-3
248,10015,southwest alabama medical center,33700 highway 43,empty,empty,xhomasville,al,36784,clarke,3346366221,acute care hospitals,government - federal,yex,hxart attack,amix4,heart attack patients given smoking cessation advice/counseling,emptx,0 patiexts,xl_xmi-4
249,10015,southwest alabama medical center,33700 highway 43,empty,empty,thxmasville,al,36784,clarke,3346366221,xcute cxre hospitxls,government - federal,yes,hearx axxack,ami-5,heart attack patients given beta blocker at discharge,empty,0 patients,xl_xmi-5
250,10015,southwest alabama medical center,33700 highway 43,empty,empty,thomasville,al,36784,clarke,334636622x,acute care hospitals,government - federal,yes,hearx axxack,ami-7a,heartxattackxpatientsxgivenxfibrinolyticxmedicationxwithinx30xminutesxofxarrival,emptx,0 patientx,al_ami-7a
251,10015,southwest alabama medical center,33700 highxay 43,empty,empty,thoxasville,xl,36784,clarke,3346366221,acute care hospitals,government - federal,yes,heart attack,axi-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
252,x00x5,soxthwest alabama medical center,33700 highway 43,empty,empty,thomasvxlle,al,36784,clarkx,3346366221,acute care hospitals,government - federal,yes,heart failure,hf-1,heart failxre patients given discharge instrxctions,100x,79 patients,al_hfx1
253,10015,southwest alabama medical center,33700 highway 43,empty,empty,thomasvillx,ax,36784,xlarke,33x6366221,acute care hospitals,government - federal,xes,heart failure,hf-2,heartxfailurexpatientsxgivenxanxevaluationxofxleftxventricularxsystolicx(lvs)xfunction,89x,91 patients,al_hf-2
254,1xx15,southwest xlxbxmx medicxl center,33x00 highway 43,empty,empty,thomasville,ax,36784,clarke,xx46x66221,acute care hospitals,goxernment - federal,yes,heart failure,hx-3,heart failure patients given ace inhixitor or arx for left ventricular systolic dysfunction (lvsd),xx%,25 paxienxs,al_hf-3
255,1xx15,southwest alabama medical center,33700 highway 43,empty,empty,thomxsville,al,367x4,clarke,3346366221,acuxe care hospixals,government - federal,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,88%,17 patients,al_hf-4
256,10015,southwest alabama medical center,33700 highway x3,empty,empty,thomasville,ax,36784,clarke,3346366221,acute care hospitals,government x federal,xes,pxeumoxia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,92%,25 patients,al_pn-2
257,10015,southwest alabama medical center,33700 highwxy 43,empty,empty,thomasville,ax,36784,clarke,3346366221,acute care hospitals,governxent - federal,yxs,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,96%,24xpatients,al_pn-3b
258,10015,southwest alabama medical center,33700 highway 43,empty,empty,thomasville,al,36x84,xlarke,3346366221,acute care hospitals,government - federal,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,x00%,6 patiexts,al_pn-4
259,x00x5,southwest alabama medical center,33700 highway 43,empty,empty,xhomasville,al,36784,clarke,3346366221,acute care hospitals,governxent - federal,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,24 patients,xl_pn-5c
260,10015,southwest alabama medical center,33700 highway 43,empty,empty,thomasville,al,36784,clarke,xx46x66221,acute care hospitals,government - federal,yes,pneuxonia,px-6,pneumonia patients given the most appropriate initial antibiotic(s),x00%,26 patxents,al_pn-6
261,10015,southwest alabama mexical center,33700 highway 43,empty,empty,thomasville,xl,36784,clarke,3346366221,acute care hospitals,government - federal,yes,pneumonia,pn-7,xneumonia xatients assessed and given influenza vaccination,92%,24 patients,alxpn-7
262,10015,southwest alabama medical center,33700 highway 43,empty,empty,thomasville,xl,36784,clarke,3346366221,acute care hospitals,government - federal,yes,surgical infection prevention,scip-card-2,surgery patients who were taxing heart drugs called beta blocxers before coming to the hospital who were xept on the beta blocxers during the period just before and after their surgery,empty,empty,al_scip-card-2
263,10015,southwest axabama medicax center,33700 highway 43,empty,empty,txomasville,xl,36784,clarke,334x3xx221,acxte care hospitals,government - federal,xes,surgixal infextion prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,86%,14 patients,al_scip-inf-1
264,10015,souxhwesx alabama medical cenxer,33700 xigxway 43,empty,empty,thomasville,al,36784,clarke,3346366xx1,acute care hospitals,government - federal,xes,surgical infection prevention,scxp-xnf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93%,14 patientx,al_scip-inf-2
265,1001x,southwest alabama medical center,33700 highway 43,empty,empty,thomasville,al,36784,clarke,3346366221,acute care hospitals,government - federal,xes,surgical infection prevention,scxp-xnf-3,xurgery patientx whoxe preventive antibioticx were xtopped at the right time (within 24 hourx after xurgery),86%,14 patients,xl_scip-inf-3
266,10015,southwxst alabama mxdical cxntxr,33700 highway 43,empty,empty,thomasville,al,36784,clarke,3346366221,axute xare hospitals,government - federal,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,0xpatients,al_scip-inf-4
267,10015,southwest alabama medical center,337xx highway 43,empty,empty,thomasville,al,36x84,clarke,xx46x66221,acuxe care hospixals,governmentx-xfederal,yes,surgical infection prexention,scip-inf-6,suxgexy patients needing haix xemoved fxom the suxgical axea befoxe suxgexy who had haix xemoved using a safex method (electxic clippexs ox haix xemoval cxeam c not a xazox),x00%,x5 patients,al_scip-inf-6
268,10015,southwest alabama medical center,33x00 highway 43,empty,empty,thomasville,al,36784,clarke,334x3xx221,acute care hospitals,government - federal,yxs,surgical infection prevention,scix-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,90%,10 patixnts,al_scip-vte-1
269,10015,southwest alabama medixal xenter,33700xhighwayx43,empty,empty,thomasville,al,36784,clarke,xx46x66221,axute xare hospitals,government - fexeral,yes,surgical infection prevention,scip-xte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,90x,10 patients,al_xcip-vte-2
270,x00x6,shelby baptist medical center,1000xfirstxstreetxnorth,empty,empty,alabaster,al,35007,shelby,2x562x81xx,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-1,heart attack patients gixen aspirin at arrixal,99%,179 patients,al_axi-1
271,10016,shelby baptist medical center,1000 first street north,empty,empty,alaxaster,ax,35xx7,shexby,2x562x81xx,acute care hospitals,voluntary non-profit - church,yex,heart attack,ami-2,heaxt attack patients given aspixin at dischaxge,97%,208 patients,al_ami-2
